,,,,,,,
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
AHMED AL,BIN SHEIKH,,BIN SHEIKH,250180,1.00KG,700,$ 191
AHMED AL,OUD & ROSES TOP,,OUD & ROSES TOP,250105,1.00KG,700,$ 191
AHMED AL,ROSE NOIR,,ROSE NOIR,250095,1.00KG,850,$ 232
AHMED AL,OUD LAVENDER,,OUD LAVENDER,250094,1.00KG,700,$ 191
AHMED AL,OUD & ROSES,,OUD & ROSES,250080,1.00KG,550,$ 150
AHMED AL,BIDUN ESAM,,BIDUN ESAM,250023,1.00KG,700,$ 191
AHMED AL,MARJ,,MARJ,240998,1.00KG,850,$ 232
AHMED AL,MARJ SUPER,,MARJ SUPER,250034,1.00KG,450,$ 123
AHMED AL,KAAF,,KAAF,240826,1.00KG,450,$ 123
AHMED AL,SUMMER OUD,,SUMMER OUD,240743,1.00KG,500,$ 137
ATYAB AL SHEIKH,CHARISMA,,CHARISMA,250279,1.00KG,550,$ 150
ATYAB AL,4 RED,,4 RED,250412,1.00KG,1500,$ 409
ATYAB AL,4 WHITE,,4 WHITE,240748,1.00KG,1300,$ 355
BAHRARA,FARAON RAMSES,,FARAON RAMSES,250210,1.00KG,700,$ 191
BOTTEGA VENETA,HINOKI,,HINOKI,250347,1.00KG,2000,$ 546
BOTTEGA VENETA,EAU LEGERE,,EAU LEGERE,250078,1.00KG,850,$ 232
BOTTEGA VENETA,ILLUSIONE FOR HIM,,ILLUSIONE FOR HIM,250008,1.00KG,850,$ 232
BORNTOSTANDOUT,DRUNK SAFFRON,,DRUNK SAFFRON,250479,1.00KG,600,$ 164
BORNTOSTANDOUT,BLACK MANGO,,BLACK MANGO,250346,1.00KG,850,$ 232
BORNTOSTANDOUT,OUD CANDY EXTRAIT DE PARFUM,,OUD CANDY EXTRAIT DE PARFUM,250326,1.00KG,850,$ 232
BORNTOSTANDOUT,CANDY DUST,,CANDY DUST,250114,1.00KG,1100,$ 301
BORNTOSTANDOUT,DIRTY HEAVEN,,DIRTY HEAVEN,250063,1.00KG,850,$ 232
BORNTOSTANDOUT,DRUNK LOVERS,,DRUNK LOVERS,240946,1.00KG,1300,$ 355
BORNTOSTANDOUT,SUGAR ADDICT,,SUGAR ADDICT,240945,1.00KG,700,$ 191
BORNTOSTANDOUT,FILTHY MUSK,,FILTHY MUSK,240842,1.00KG,1100,$ 301
BORNTOSTANDOUT,L ANIMAL,,L ANIMAL,240843,1.00KG,700,$ 191
BORNTOSTANDOUT,NOT VANILLE,,NOT VANILLE,240765,1.00KG,1000,$ 273
BAKHOOR,SWEET OUD,LZ,SWEET BAKHOOR,343972-A,1.00KG,350,$ 96
BAKHOOR,BAKHOOR BAHAR,,BAKHOOR BAHAR,3000079,1.00KG,275,$ 75
BAKHOOR,BAKHOOR GR,,BAKHOOR GR,3000080,1.00KG,250,$ 68
BAKHOOR,BAKHOOR MOOZA,,BAKHOOR MOOZA,3000081,1.00KG,275,$ 75
BAKHOOR,COMBODI BAKHOURE,,CAMBODI BAKHOUR,3000082,1.00KG,275,$ 75
BAKHOOR,DUKHOON AL HARAM,,DUKHOON AL HARAM,3000083,1.00KG,440,$ 120
BAKHOOR,EXCELLENCE BAKHOOR,,EXCELLENCE BAKHOUR,3000084,1.00KG,275,$ 75
BAKHOOR,HIND AL OUD BAKHOOR,,HIND AL OUD BAKHOOR,3000085,1.00KG,610,$ 167
BAKHOOR,MAMUL BAKHOOR,,MAMUL BAKHOUR,3000086,1.00KG,275,$ 75
BAKHOOR,MUATTAR AL WATTAN,,MUATTAR AL WATTAN,3000087,1.00KG,275,$ 75
BAKHOOR,NABEEL BLACK,,NABEEL BLACK,3000088,1.00KG,275,$ 75
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
BAKHOOR,SPECIAL BAKHOOR,,SPECIAL BAKHOOR,3000089,1.00KG,310,$ 85
BAKHOOR,SWEET OUD BAKHOOR,,SWEET OUD BAKHOUR,3000090,1.00KG,275,$ 75
BAKHOOR,MUNTASIRA,,MUNTASIRA,3000091,1.00KG,275,$ 75
BAKHOOR,CREATION BAKHOOR,,CREATION BAKHOOR,3000092,1.00KG,275,$ 75
BAKHOOR,BAKHOOR MINA,,BAKHOOR MINA,3000093,1.00KG,275,$ 75
BAKHOOR,BAKHOOR MAMOOL,,BAKHOOR MAMOOL,3000094,1.00KG,275,$ 75
BAKHOOR,HASSAN SHAHEEN,,HASSAN SHAHEEN,3000095,1.00KG,275,$ 75
BAKHOOR,MAJMAN 96,,MAJMAN 96,3000096,1.00KG,275,$ 75
BAKOOR,CLASSIC BAKHOOR,LZ,CLASSIC BAKHOOR,343802-A,1.00KG,275,$ 75
BATH & BODY,CHAMPAGNE TOAST,,CHAMPAGNE TOAST,240145,1.00KG,350,$ 96
BATH & BODY,YOU ARE THE ONE,LZ,SPECIAL SWEETHEART,154525,1.00KG,600,$ 164
BATH & BODY,VANILLA NOIR,LZ,BLACK VANILLA,650081,1.00KG,275,$ 75
"BATH AND BODY
WORKS",PINK CHIFFON,LZ,SUGAR FLOWER,339415,1.00KG,275,$ 75
BDK PARFUMS,NECTAR OUD,,NECTAR OUD,250395,1.00KG,1100,$ 301
BDK PARFUMS,IMPADIA,,IMPADIA,250060,1.00KG,1500,$ 409
BDK PARFUMS,ROUGE SMOKING EXTRAIT,,ROUGE SMOKING EXTRAIT,240844,1.00KG,1200,$ 327
BDK PARFUMS,PAS CE SOIR EXTRAIT TOP,,PAS CE SOIR EXTRAIT TOP,IUTR2R,1.00KG,2300,$ 628
BDK PARFUMS,PAS CE SOIR EXTRAIT SUPER,,PAS CE SOIR EXTRAIT SUPER,240769,1.00KG,1500,$ 409
BDK PARFUMS,GRIS CHARNEL EXTRAIT TOP,,GRIS CHARNEL EXTRAIT,240085,1.00KG,1450,$ 396
BDK PARFUMS,VELVET TONKA,LZ,DELICATE TOUCH,336264,1.00KG,650,$ 178
BDK PARFUMS,TABAC ROSE,LZ,SMOKY FLOWERS,462353-T,1.00KG,950,$ 260
BDK PARFUMS,GRIS CHARNEL TOP,,GRIS CHARNEL TOP,240413,1.00KG,1350,$ 368
BERGAMOT,BERGAMOT,,BERGAMOT,3000097,1.00KG,275,$ 75
BILL BLASS,NUDE,LZ,GENTLE FLOWER,343716,1.00KG,500,$ 137
BILLIE ELISH,BILLIE ELISH,,BILLIE ELISH,240088,1.00KG,275,$ 75
BINT AL ARAB,BINT AL ARAB,,BINT AL ARAB,3000098,1.00KG,275,$ 75
BLENDS OF LOVE,ASK / KHALTAT,LZ,TURKISH LOVE,233770-A,1.00KG,490,$ 134
BLENDS OF LOVE,AGAPE / KHALTAT,,AGAPE / KHALTAT,3000099,1.00KG,330,$ 90
BLENDS OF LOVE,ASK / KHALTAT,,ASK / KHALTAT,3000100,1.00KG,330,$ 90
BLENDS OF LOVE,DRAGOSTE / KHALTAT,,DRAGOSTE / KHALTAT,3000101,1.00KG,330,$ 90
BLENDS OF LOVE,LJUBOVJ / KHALTAT,,LJUBOVJ / KHALTAT,3000102,1.00KG,330,$ 90
BOADICEA THE,OPAL,,OPAL,250199,1.00KG,1500,$ 409
BOADICEA THE,DEFENDER,,DEFENDER,240010,1.00KG,1500,$ 409
BOADICEA THE,AQUA SAPHIRE,,AQUA SAPHIRE,250012,1.00KG,1500,$ 409
BOADICEA THE,TIGER,,TIGER,240894,1.00KG,1000,$ 273
BOADICEA THE,NEMER,,NEMER,240669,1.00KG,1300,$ 355
BOADICEA THE,DRAGON,,DRAGON,240509,1.00KG,1000,$ 273
BOADICEA THE,VALIANT,,VALIANT,240197,1.00KG,1080,$ 295
BOADICEA THE,BLUE SAPPHIRE TOP,,BLUE SAPPHIRE TOP,240667,1.00KG,2000,$ 546
BOADICEA THE,BLUE SAPPHIRE,LZ,JEWEL,501984,1.00KG,1430,$ 391
BOADICEA THE,HEROINE,LZ,ADDICTED,503742,1.00KG,550,$ 150
BOADICEA THE,AURICA TOP,,AURICA TOP,240153,1.00KG,1100,$ 301
BOADICEA THE,ANGELIC,LZ,PEYRAC,503844,1.00KG,720,$ 197
BOADICEA THE,HANUMAN,LZ,SAPIENS,343945,1.00KG,650,$ 178
BOADICEA THE,GREEN SAPPHIRE TOP,,GREEN SAPPHIRE TOP,240668,1.00KG,1300,$ 355
BOADICEA THE,COMPLEX TOP,,COMPLEX TOP,240475,1.00KG,850,$ 232
BOGART,SILVER SCENT BOGART,,SILVER SCENT BOGART,3000103,1.00KG,275,$ 75
BOHOBOCO,RED WINE BROWN SUGAR,,RED WINE BROWN SUGAR,250025,1.00KG,850,$ 232
BOHOBOCO,JASMINE WHITE LEATHER,,JASMINE WHITE LEATHER,473260JH,1.00KG,1050,$ 286
BOND NO 9,NOLITA,,NOLITA,240992,1.00KG,1700,$ 464
BOND NO 9,MY NEW YORK,,MY NEW YORK,240911,1.00KG,1600,$ 437
BOND NO 9,NOMAD,,NOMAD,240713,1.00KG,1100,$ 301
BOND NO 9,"THE SCENT OF PEACH FOR
WOMEN",,"THE SCENT OF PEACH FOR
WOMEN",240572,1.00KG,1000,$ 273
BOND NO 9,DUBAI GOLD,,DUBAI GOLD,240269,1.00KG,1000,$ 273
BOND NO 9,GREENWICH VILLAGE,,GREENWICH VILLAGE,240291,1.00KG,1080,$ 295
BOND NO 9,BLEECKER STREET,,BLEECKER STREET,240292,1.00KG,900,$ 245
BOND NO 9,TRIBECA,,TRIBECA,240267,1.00KG,1200,$ 327
BOND NO 9,THE SCENT PEACH FOR MEN,,"THE SCENT PEACH FOR
MEN",240268,1.00KG,900,$ 245
BOND NO 9,NEW YORK NIGHTS,,NEW YORK NIGHTS,240196,1.00KG,900,$ 245
BOND NO 9,LAFAYTEE STREET,,LAFAYTEE STREET,240111,1.00KG,1210,$ 330
BOND NO 9,NEW YORK AMBER W,LZ,GOLDEN NYC,232073,1.00KG,440,$ 120
BOND NO 9,NEW YORK MUSK,LZ,GOTHAM CITY,338922,1.00KG,440,$ 120
BOND NO 9,NEW YORK OUD W,LZ,SUBLIME OUD,509543,1.00KG,500,$ 137
BOND NO 9,PERFUME BOND NO 9 W,LZ,NYC FOREVER,342235,1.00KG,390,$ 107
BOND NO 9,WEST SIDE W,LZ,GOLDEN STATE,339031,1.00KG,610,$ 167
BOND NO 9,NEW YORK OUD UNISEX,,NEW YORK OUD UNISEX,3000104,1.00KG,275,$ 75
BORNTOSTANDOUT,BLACK GUAVA,,BLACK GUAVA,250407,1.00KG,850,$ 232
BORNTOSTANDOUT,DIRTY MILK,,DIRTY MILK,250398,1.00KG,700,$ 191
BORNTOSTANDOUT,A CORPS SECRET,,A CORPS SECRET,250370,1.00KG,1500,$ 409
BORNTOSTANDOUT,PURPLE STAIN,,PURPLE STAIN,250371,1.00KG,1500,$ 409
BORNTOSTANDOUT,DGAF,,DGAF,240678,1.00KG,850,$ 232
BORNTOSTANDOUT,NOT A VANILLE,,NOT A VANILLE,U463283,1.00KG,1300,$ 355
BOUCHERON,BOUCHERON QUATRE,LZ,TIMELESS RING,233370,1.00KG,500,$ 137
BOUCHERON,ROSE D'ISPARTA,LZ,QUEEN OF ULUBORLU,353996,1.00KG,720,$ 197
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
BRITNEY SPEARS,MIDNIGHT FANTASY LZ,LZ,STAGE WHISPER,338252-L,1.00KG,275,$ 75
BRITNEY SPEARS,FANTACY  HM,,FANTACY  HM,240006,1.00KG,330,$ 90
BRITNEY SPEARS,FANTASY THE NICE REMIX,,FANTASY THE NICE REMIX,3000105,1.00KG,275,$ 75
BRITNEY SPEARS,MIDNIGHT FANTASY,,MIDNIGHT FANTASY,3000106,1.00KG,275,$ 75
BRITNEY SPEARS,SUNSET FANTASY,,SUNSET FANTASY,3000107,1.00KG,275,$ 75
BRITNEY SPEARS,JUNGLE FANTASY,,JUNGLE FANTASY,3000108,1.00KG,350,$96
BURBERRY,HER INTENSE,,HER INTENSE,250141,1.00KG,850,$ 232
BURBERRY,TOUCH FOR WOMEN,,TOUCH FOR WOMEN,240917,1.00KG,480,$ 131
BURBERRY,GODDES INTENSE,,GODDES INTENSE,240829,1.00KG,850,$ 232
BURBERRY,GODDES TOP,,GODDES TOP,240608,1.00KG,850,$ 232
BURBERRY,BURBERRY HER TOP,,BURBERRY HER TOP,240321,1.00KG,850,$ 232
BURBERRY,HER ELIXIR,,HER ELIXIR,240149,1.00KG,450,$ 123
BURBERRY,BURBERRY HER BLOSSOM,LZ,BRITISH GIRL,339711,1.00KG,420,$ 115
BURBERRY,MY BURBERRY BLUSH,LZ,PINK SWEETHEART,233290-A,1.00KG,330,$ 90
BURBERRY,BURBERRY WEEKEND FOR,LZ,SUNDAY,343297-A,1.00KG,330,$ 90
BURBERRY,BURBERRY BODY,,BURBERRY BODY,3000110,1.00KG,275,$ 75
BURBERRY,"BURBERRY THE BEAT
WOMAN",,"BURBERRY THE BEAT
WOMAN",3000111,1.00KG,275,$ 75
BURBERRY,"BURBERRY WEEKEND
WOMEN",,"BURBERRY WEEKEND
WOMEN",240664,1.00KG,500,$ 137
BURBERRY,MY BURBERRY,,MY BURBERRY,250139,1.00KG,275,$ 75
BURBERRY,HERO TOP,,HERO TOP,240394,1.00KG,750,$ 205
BVLGARI,TYGAR EXTRAIT,,TYGAR EXTRAIT,250465,1.00KG,1500,$ 409
BVLGARI,POUR HOMME,,POUR HOMME,250459,1.00KG,550,$ 150
BVLGARI,MAN WOOD ESSENCE PERFUME,,MAN WOOD ESSENCE PERFUME,250473,1.00KG,1100,$ 301
BVLGARI,ALLEGRA MAGNIFYING MUSK ESSENCE,,ALLEGRA MAGNIFYING MUSK ESSENCE,250455,1.00KG,700,$ 191
BVLGARI,POUR HOMME EXTREM,,POUR HOMME EXTREM,250193,1.00KG,450,$ 123
BVLGARI,AMYTHYSTE,,AMYTHYSTE,250156,1.00KG,1200,$ 327
BVLGARI,AMUNAE,,AMUNAE,240983,1.00KG,1000,$ 273
BVLGARI,YASEEP,,YASEEP,240886,1.00KG,2900,$ 792
BVLGARI,POUR HOMME SOIR,,POUR HOMME SOIR,240805,1.00KG,1000,$ 273
BVLGARI,MAN IN BLACK PARFUM,,MAN IN BLACK PARFUM,240744,1.00KG,1300,$ 355
BVLGARI,LE GEMME EMPYR,,LE GEMME EMPYR,240640,1.00KG,1500,$ 409
BVLGARI,BACIAMI,,BACIAMI,240625,1.00KG,1600,$ 437
BVLGARI,AQVA AMARA,,AQVA AMARA,240550,1.00KG,900,$ 245
BVLGARI,SAHARE,,SAHARE,240381,1.00KG,1100,$ 301
BVLGARI,POUR HOMME,,POUR HOMME,240360,1.00KG,850,$ 232
BVLGARI,AZARAN,,AZARAN,240317,1.00KG,1500,$ 409
BVLGARI,"AQVA POUR HOMME
MARINE",,"AQVA POUR HOMME
MARINE",240357,1.00KG,580,$ 158
BVLGARI,BVLGARI OMNIA CRYSTLINNE,,"BVLGARI OMNIA
CRYSTLINNE",240169,1.00KG,1100,$ 301
BVLGARI,BVLGARI MAN WOOD NEROLI,LZ,GROOT 2,260948,1.00KG,610,$ 167
BVLGARI,FALKER,,FALKER,240265,1.00KG,700,$ 191
BVLGARI,GAYAN,,GAYAN,240156,1.00KG,1100,$ 301
BVLGARI,ONEKH,,ONEKH,240266,1.00KG,700,$ 191
BVLGARI,ROSE GOLDEA,LZ,IMMORTAL PINK,503522,1.00KG,550,$ 150
BVLGARI,"AQVA POUR HOMME
ATLANTIQVE",LZ,NAUTILUS,339368-B,1.00KG,275,$ 75
BVLGARI,"BVLGARI MAN TERRAE
ESSENCE",LZ,CONQUEROR,233525,1.00KG,770,$ 210
BVLGARI,LE GEMME OROM,,LE GEMME OROM,240154,1.00KG,700,$ 191
BVLGARI,AQVA POUR HOMME,,AQVA POUR HOMME,240127,1.00KG,480,$ 131
BVLGARI,BVLGARI AMARA AQUA,,BVLGARI AMARA AQUA,3000113,1.00KG,275,$ 75
BVLGARI,BVLGARI MAN,,BVLGARI MAN,3000114,1.00KG,275,$ 75
BVLGARI,EAU PERFUMEE AU THE NOIR,,EAU PERFUMEE AU THE NOIR,3000115,1.00KG,610,$ 167
BVLGARI,GAYAN,,GAYAN,JD732445,1.00KG,1900,$ 519
BVLGARI,MAN IN BLACK,,MAN IN BLACK,240080,1.00KG,580,$ 158
BVLGARI,OMANIA PINK SAPPHIRE,,OMANIA PINK SAPPHIRE,3000116,1.00KG,275,$ 75
BVLGARI,ROSE ESSENTIELLE,,ROSE ESSENTIELLE,3000117,1.00KG,275,$ 75
BVLGARI,LE GEMME KOOBRA,,LE GEMME KOOBRA,240185,1.00KG,1000,$ 273
BVLGARI,TYGAR,,TYGAR,240624,1.00KG,1200,$ 327
BVLGARI,TYGAR,LZ,TRENDY MEN,343645,1.00KG,550,$ 150
BVLGARI,TYGER TOP,LZ,TRENDY MEN,343645-T,1.00KG,1300,$ 355
BVLGARI,TYGAR TOP,,TYGAR,240071,1.00KG,1500,$ 409
BVLGARI,TYGAR,,TYGAR,240072,1.00KG,550,$ 150
BVLGARI,BVLGARI MAN RAIN ESSENCE,,BVLGARI MAN RAIN ESSENCE,240157,1.00KG,850,$232
BY RED0,BLANCE ABSOLUE,,BLANCE ABSOLUE,250447,1.00KG,700,$191
BY RED0,ALTO ASTRALE,,ALTO ASTRALE,250425,1.00KG,700,$191
BY RED0,BAL D AFRIQUE ABSOLU,,BAL D AFRIQUE ABSOLU,250196,1.00KG,1300,$355
BY RED0,DESERT DAWN,,DESERT DAWN,240554,1.00KG,1000,$273
BY RED0,LA TULIPE TOP,,LA TULIPE TOP,240468,1.00KG,850,$232
BY RED0,ROSE OF NO MANS LAND,,ROSE OF NO MANS LAND,240235,1.00KG,1000,$273
BY RED0,TOBACCO MANDARIN,LZ,COZY AMBIENCE,339883-B,1.00KG,350,$ 96
BY RED0,ANIMALIQUE,,ANIMALIQUE,FJSGTE45,1.00KG,1300,$355
BY RED0,ROUGE CHATIQUE,,ROUGE CHATIQUE,240121,1.00KG,700,$191
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
BY REDO,GYPSY WATER,LZ,WANDERLUST,338847,1.00KG,330,$ 90
BY REDO,GYPSY WATER TOP,,GYPSY WATER TOP,240642,1.00KG,700,$ 191
BY REDO,BLACK SAFFRON,,BLACK SAFFRON,240395,1.00KG,610,$ 167
BY REDO,SUNDAZED,LZ,ARCTIC SUN,261060,1.00KG,500,$ 137
BY REDO,TABACCO MANDARIN,LZ,COZY AMBIENCE,339883,1.00KG,610,$ 167
BY REDO,FLOWERHEAD TOP,,FLOWERHEAD TOP,240601,1.00KG,900,$ 245
BY REDO,OPEN SKY,LZ,STAR GLOBE,261088,1.00KG,720,$ 197
BY REDO,BLANCHE,LZ,JADE ELIXIR,280100,1.00KG,275,$ 75
BY REDO,DE LOS SANTOS,LZ,NOTABLE CHARM,503947,1.00KG,850,$ 232
BY REDO,BAL D AFRIQUE,,BAL D AFRIQUE,3000118,1.00KG,660,$ 180
BY REDO,BIBLOTIQUE,,BIBLOTIQUE,3000119,1.00KG,390,$ 107
BY REDO,BLACK SAFFRON FR,,BLACK SAFFRON FR,3000120,1.00KG,330,$ 90
BY REDO,IMMORTAL OUD,,IMMORTAL OUD,3000121,1.00KG,440,$ 120
BY REDO,DE LOS SANTOS,,DE LOS SANTOS,459882JK,1.00KG,1700,$ 464
BYREDO,BOIS OBSCUR,,BOIS OBSCUR,250297,1.00KG,1100,$ 301
BYREDO,MIXED EMOTIONS,,MIXED EMOTIONS,250153,1.00KG,1100,$ 301
BYREDO,BAL D' AFRIQUE,LZ,EXOTIC CONTINENT,233942,1.00KG,550,$ 150
BYREDO,MOJAVE GHOST TOP,,MOJAVE GHOST TOP,240599,1.00KG,900,$ 245
BYREDO,MOJAVE GHOST,LZ,DESERT SPIRIT,260941,1.00KG,530,$ 145
BYREDO,SELLIER,LZ,GENTLEMENS CLUB,261137,1.00KG,770,$ 210
BYREDO,MUMBAI NOISE,LZ,BOLLYWOOD DREAMS,702880-T,1.00KG,880,$ 240
BYREDO,EYES CLOSED,,EYES CLOSED,240591,1.00KG,1500,$ 410
BYREDO,BIBLIOTHEQUE,LZ,APRIUM,580248,1.00KG,450,$ 123
BYREDO,VANILLA ANTIQUE TOP,,VANILLA ANTIQUE TOP,240515,1.00KG,1300,$ 355
BYREDO,BLACK SAFFRON,,BLACK SAFFRON,3000123,1.00KG,610,$ 167
PERFUME COMPOUNDS,AMBRAXON,,AMBRAXON,2794,1.00KG,3000,$ 820
PERFUME COMPOUNDS,HABANOLIDE,,HABANOLIDE,2795,1.00KG,700,$ 191
PERFUME COMPOUNDS,HEDOINE,,HEDOINE,2796,1.00KG,300,$ 80
PERFUME COMPOUNDS,BENZOIN,,BENZOIN,2797,1.00KG,1100,$ 301
PERFUME COMPOUNDS,CASHMERAN,,CASHMERAN,2798,1.00KG,850,$ 232
PERFUME COMPOUNDS,FIXATIVE TOP,,FIXATIVE TOP,2778,1.00KG,550,$ 150
PERFUME COMPOUNDS,FIXATIVE,,FIXATIVE,2777,1.00KG,250,$ 68
PERFUME COMPOUNDS,ROSE MILK,,ROSE MILK,240311,1.00KG,150,$ 41
PERFUME COLOUR,APPLE GREEN,,APPLE GREEN,CL2781,1.00KG,550,$ 150
PERFUME COLOUR,GREEN,,GREEN,CL2782,1.00KG,550,$ 150
PERFUME COLOUR,RED,,RED,CL2783,1.00KG,550,$ 150
PERFUME COLOUR,BLUE,,BLUE,CL2784,1.00KG,550,$ 150
PERFUME COLOUR,PINK,,PINK,CL2785,1.00KG,550,$ 150
PERFUME COLOUR,PURPLE,,PURPLE,CL2786,1.00KG,550,$ 150
PERFUME COLOUR,ORANGE,,ORANGE,CL2787,1.00KG,550,$ 150
PERFUME COLOUR,YELLOW,,YELLOW,CL2788,1.00KG,550,$ 150
PERFUME COLOUR,BLACK,,BLACK,CL2789,1.00KG,550,$ 150
PERFUME COLOUR,BROWN,,BROWN,CL2790,1.00KG,550,$ 150
PERFUME COLOUR,GOLDEN BROWN,,GOLDEN BROWN,CL2791,1.00KG,550,$ 150
PERFUME COLOUR,AQUA /FEROZI,,AQUA /FEROZI,CL2792,1.00KG,550,$ 150
PERFUME COLOUR,MARON,,MARON,CL2793,1.00KG,550,$ 150
CARON,TABAC EXCUIS,,TABAC EXCUIS,250334,1.00KG,850,$ 232
CACHAREL,AMOR AMOR,,AMOR AMOR,3000124,1.00KG,275,$ 75
CACHAREL,YES I AM FABULOUS,,YES I AM FABULOUS,3000125,1.00KG,450,$ 123
CELINE,BLACK TIE,,BLACK TIE,250119,1.00KG,275,$ 75
CALVIN KLEIN,ETERNITY MAN,,ETERNITY MAN,250137,1.00KG,275,$ 75
CALVIN KLEIN,WOMEN,,WOMEN,240638,1.00KG,1100,$ 301
CALVIN KLEIN,ESCAPE,LZ,KISS THIS GIRL,931569-G,1.00KG,275,$ 75
CALVIN KLEIN,C.K BEAUTY,,C.K BEAUTY,3000126,1.00KG,290,$ 79
CALVIN KLEIN,CK ONE TOP,,CK ONE TOP,250154,1.00KG,450,$ 123
CALVIN KLEIN,CK ONE,,CK ONE,250083,1.00KG,295,$ 80
CALVIN KLEIN,DEEP  EUPHORIA,,DEEP  EUPHORIA,3000128,1.00KG,275,$ 75
CALVIN KLEIN,ESCAPE WOMAN,,ESCAPE WOMAN,3000129,1.00KG,275,$ 75
CALVIN KLEIN,ETERNITY AIR MEN,,ETERNITY AIR MEN,3000130,1.00KG,275,$ 75
CALVIN KLEIN,ETERNITY AIR WOMAN,,ETERNITY AIR WOMAN,3000131,1.00KG,275,$ 75
CALVIN KLEIN,ETERNITY FLAME,,ETERNITY FLAME,3000132,1.00KG,275,$ 75
CALVIN KLEIN,ETERNITY MAN,,ETERNITY MAN,3000133,1.00KG,275,$ 75
CALVIN KLEIN,ETERNITY WOMAN,,ETERNITY WOMAN,3000134,1.00KG,275,$ 75
CALVIN KLEIN,EUPHORIA FORBIDDEN WOMAN,,EUPHORIA FORBIDDEN WOMAN,3000135,1.00KG,300,$ 82
CALVIN KLEIN,EUPHORIA PURE GOLD MEN,,EUPHORIA PURE GOLD MEN,3000136,1.00KG,275,$ 75
CALVIN KLEIN,EUPHORIA PURE GOLD WOMAN,,EUPHORIA PURE GOLD WOMAN,3000137,1.00KG,275,$ 75
CALVIN KLEIN,EUPHORIA WOMAN,,EUPHORIA WOMAN,3000138,1.00KG,275,$ 75
CANALI,CANALI DAL 1934,LZ,EBONY & IVORY,239200-T,1.00KG,1100,$ 301
CARNER,BLACK CALAMUS,,BLACK CALAMUS,3000139,1.00KG,660,$ 180
CARNER,VOLCANO,,VOLCANO,3000140,1.00KG,550,$ 150
CAROLINA HERRERA,CEDAR CHIC,,CEDAR CHIC,250348,1.00KG,1200,$ 327
CAROLINA HERRERA,BAD BOY ELIXIR,,BAD BOY ELIXIR,250118,1.00KG,1000,$ 273
CAROLINA HERRERA,LA BOMBA,,LA BOMBA,250117,1.00KG,850,$ 232
CAROLINA HERRERA,STALLION LEATHER SUEDE,,STALLION LEATHER SUEDE,250051,1.00KG,850,$ 232
CAROLINA HERRERA,VERY GOOD GIRL ELIXIR,,VERY GOOD GIRL ELIXIR,240962,1.00KG,850,$ 232
CAROLINA HERRERA,GOOD GIRL SPARKLING ICE,,GOOD GIRL SPARKLING ICE,240936,1.00KG,850,$ 232
CAROLINA HERRERA,GOOD GIRL SUPREME,,GOOD GIRL SUPREME,240922,1.00KG,850,$ 232
CAROLINA HERRERA,BAD BOY COBALT ELIXIR,,BAD BOY COBALT ELIXIR,240756,1.00KG,1000,$ 273
CAROLINA HERRERA,212 VIP BLACK,,212 VIP BLACK,240704,1.00KG,900,$ 245
CAROLINA HERRERA,BIRDS OF PARADISE FOR HER,,BIRDS OF PARADISE FOR HER,240677,1.00KG,700,$ 191
CAROLINA HERRERA,GOOD GIRL BLUSH ELIXIR,,GOOD GIRL BLUSH ELIXIR,240359,1.00KG,550,$ 150
CAROLINA HERRERA,GOOD GIRL BLUSH,,GOOD GIRL BLUSH,240162,1.00KG,450,$ 123
CAROLINA HERRERA,212 MEN ICE,LZ,ICEMAN,345210-B,1.00KG,330,$ 90
CAROLINA HERRERA,STALLION LEATHER,LZ,CHURCHILL DOWNS,261248,1.00KG,600,$ 164
CAROLINA HERRERA,212 VIP MEN,,212 VIP MEN,240179,1.00KG,480,$ 131
CAROLINA HERRERA,GOOD GIRL TOP,,GOOD GIRL TOP,250187,1.00KG,770,$ 210
CAROLINA HERRERA,VERY GOOD GIRL TOP,,VERY GOOD GIRL TOP,240596,1.00KG,1300,$ 355
CAROLINA HERRERA,SAFFRON LAZULI,LZ,BLUE CROCUS,353950-B,1.00KG,390,$ 107
CAROLINA HERRERA,212 HEROES,LZ,SCULPTED,336022,1.00KG,610,$ 167
CAROLINA HERRERA,212 MAN TOP,,212 MAN TOP,240808,1.00KG,700,$ 191
CAROLINA HERRERA,212 VIP ROSE LOVE NY,LZ,FAMOUSE ROSE,154589,1.00KG,750,$ 205
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
CAROLINA HERRERA,CHIC FOR MEN,,CHIC FOR MEN,240028,1.00KG,450,$ 123
CAROLINA HERRERA,212 MAN,,212 MAN,3000141,1.00KG,290,$ 79
CAROLINA HERRERA,212 MEN ACQUA,,212 MEN ACQUA,3000142,1.00KG,275,$ 75
CAROLINA HERRERA,212 SEXY MAN,,212 SEXY MAN,3000143,1.00KG,275,$ 75
CAROLINA HERRERA,212 SEXY WOMAN,,212 SEXY WOMAN,3000144,1.00KG,275,$ 75
CAROLINA HERRERA,212 VIP CLUB,,212 VIP CLUB,3000145,1.00KG,275,$ 75
CAROLINA HERRERA,212 VIP RED ROSE,,212 VIP RED ROSE,3000146,1.00KG,275,$ 75
