BRAND,NAME,ORI,CN CODE,QTY,AED,USD
FATIMA,FREEDOM MUSK LATTE | 41 EAU DE PARFUM TOP,KAYALI / FREEDOM MUSK LATTE | 41 EAU DE PARFUM TOP,S400535,1,1000.00,273.00
FATIMA,KAYALI EDEN PLUSH PEAR 23,KAYALI / KAYALI EDEN PLUSH PEAR 23,S400425,1,640.00,174.00
FATIMA,FREEDOM MUSK MATCHA 45 TOP,KAYALI / FREEDOM MUSK MATCHA 45 TOP,S400540,1,1200.00,327.00
FATIMA,KAYALI THE WEDDING SILK SANTAL 36,KAYALI / KAYALI THE WEDDING SILK SANTAL 36,,1,1100.00,301.00
FATIMA,UTOPIA VANILLA COCO 21 TOP,KAYALI / UTOPIA VANILLA COCO 21 TOP,S400443,1,850.00,232.00
FATIMA,OUDGASM VANILLA OUD 36 EAU DE PARFUM INTENSE TOP,KAYALI / OUDGASM VANILLA OUD 36 EAU DE PARFUM INTENSE TOP,S400456,1,950.00,260.00
FATIMA,DEJA VU WHITE FLOWER 57,KAYALI / DEJA VU WHITE FLOWER 57,,1,570.00,156.00
FATIMA,YUM BOUJEE MARSHMALLOW 81 TOP,KAYALI / YUM BOUJEE MARSHMALLOW 81 TOP,S400501,1,750.00,205.00
FATIMA,EDEN JUICY APPLE | 01 EAU DE PARFUM,KAYALI / EDEN JUICY APPLE | 01 EAU DE PARFUM,S40036,1,340.00,93.00
FATIMA,THE WEDDING VELVET SANTAL,KAYALI / THE WEDDING VELVET SANTAL,PB14,1,1050.00,286.00
FATIMA,FRAGRANCES MARRAKESH IN A BOTTLE ORANGE BLOSSOM 24,KAYALI / FRAGRANCES MARRAKESH IN A BOTTLE ORANGE BLOSSOM 24,PB08,1,1050.00,286.00
FATIMA,CAPRI IN A BOTTLE LEMON SUGAR|14 EAU DE PARFUM,KAYALI / CAPRI IN A BOTTLE LEMON SUGAR|14 EAU DE PARFUM,S400539,1,450.00,123.00
FATIMA,OUDGASM ROSE OUD 16 EAU DE PARFUME INTENSE,KAYALI / OUDGASM ROSE OUD 16 EAU DE PARFUME INTENSE,S400160,1,840.00,229.00
FATIMA,SWEET DIAMOND PINK PEPPER 25,KAYALI / SWEET DIAMOND PINK PEPPER 25,S400447,1,1100.00,301.00
FATIMA,VANILLA CANDY ROCK SUGARED TOP,KAYALI / VANILLA CANDY ROCK SUGARED TOP,PB1804,1,1200.00,327.00
FATIMA,FLEUR MAJESTY ROSE ROYALE 31 TOP,KAYALI / FLEUR MAJESTY ROSE ROYALE 31 TOP,S400458,1,900.00,246.00
FATIMA,YUM PISTACHIO GELATO 33,KAYALI / YUM PISTACHIO GELATO 33,S400183,1,550.00,150.00
FATIMA,KAYALI OUDGASM TOBACCO OUD 04,KAYALI / KAYALI OUDGASM TOBACCO OUD 04,S400171,1,840.00,229.00
FATIMA,OUDGASM MILKY MUSK OUD 30,KAYALI / OUDGASM MILKY MUSK OUD 30,S400186,1,600.00,164.00
FATIMA,OUDGASM CHOCOLAT OUD,KAYALI / OUDGASM CHOCOLAT OUD,,1,800.00,219.00
FATIMA,LOVEFEST BURNING CHERRY 48,KAYALI / LOVEFEST BURNING CHERRY 48,S40075,1,300.00,82.00
FATIMA,CITRUS 08,KAYALI / CITRUS 08,PB666,1,1050.00,286.00
FATIMA,MALDIVES IN A BOTTLE YLANG COCO KAYALI,KAYALI / MALDIVES IN A BOTTLE YLANG COCO KAYALI,S400225,1,623.00,170.00
FATIMA,INVITE ONLY AMBER 23 TOP,KAYALI / INVITE ONLY AMBER 23 TOP,S400185,1,1050.00,287.00
FATIMA,ELIXIR 11,KAYALI / ELIXIR 11,,1,500.00,137.00
FATIMA,VANILLE ROYALE SUGARED PATCHOULI 64 INTENSE,KAYALI / VANILLE ROYALE SUGARED PATCHOULI 64 INTENSE,S400113,1,750.00,205.00
FATIMA,MUSK 12,KAYALI / MUSK 12,,1,500.00,137.00
FATIMA,OUDGASM SMOKY OUD 07,KAYALI / OUDGASM SMOKY OUD 07,S400189,1,750.00,204.00
FATIMA,EDEN SPARKLING LYCHEE 39,KAYALI / EDEN SPARKLING LYCHEE 39,S400445,1,800.00,218.00
FATIMA,OUDGASM CAFÉ OUD 19 PARFUM INTENSE,KAYALI / OUDGASM CAFÉ OUD 19 PARFUM INTENSE,S400446,1,1100.00,301.00
FATIMA,VANILLA 28,KAYALI / VANILLA 28,S400507,1,410.00,112.00
FATIMA,DEJA VU WHITE FLOWER 57,KAYALI / DEJA VU WHITE FLOWER 57,,1,550.00,150.00
FATIMA,MAUL IN A BOTTLE SWEET BANANA,KAYALI / MAUL IN A BOTTLE SWEET BANANA,,1,590.00,161.00
FATIMA,AQUA KENZO POUR LUI,KENZO / AQUA KENZO POUR LUI,,1,475.00,130.00
FATIMA,L EAU PURE,KENZO / L EAU PURE,PBB01,1,900.00,245.00
FATIMA,HOMME INDIGO,KENZO / HOMME INDIGO,PBB02,1,1050.00,286.00
FATIMA,FLOWER BY KENZO CHERRY POPPY,KENZO / FLOWER BY KENZO CHERRY POPPY,PBB03,1,1050.00,286.00
FATIMA,L EAU PAR POUR HOMME,KENZO / L EAU PAR POUR HOMME,PBB04,1,700.00,191.00
FATIMA,POUR HOMME,KENZO / POUR HOMME,PBB05,1,700.00,191.00
FATIMA,KENZO AMOUR,KENZO / KENZO AMOUR,,1,510.00,139.00
FATIMA,KENZO FLOWER,KENZO / KENZO FLOWER,,1,475.00,130.00
FATIMA,KENZO JUNGLE,KENZO / KENZO JUNGLE,,1,475.00,130.00
FATIMA,KENZO WORLD INTENSE,KENZO / KENZO WORLD INTENSE,,1,640.00,175.00
FATIMA,PERFUME D'ETE,KENZO / PERFUME D'ETE,,1,475.00,130.00
FATIMA,KENZO HOMME MARINE,KENZO / KENZO HOMME MARINE,,1,550.00,150.00
FATIMA,HARIM AL SULTAN,KHADLAJ / HARIM AL SULTAN,,1,420.00,115.00
FATIMA,AMBER OUD,KILIAN / AMBER OUD,,1,810.00,221.00
FATIMA,FORBIDDEN GAMES (2026),KILIAN / FORBIDDEN GAMES (2026),S400227,1,640.00,174.00
FATIMA,BACK TO BACK,KILIAN / BACK TO BACK,,1,750.00,205.00
FATIMA,BAD BOYS ARE NO GOOD BUT GOOD BOYS ARE NO FUN,KILIAN / BAD BOYS ARE NO GOOD BUT GOOD BOYS ARE NO FUN,,1,810.00,221.00
FATIMA,DARK LORD,KILIAN / DARK LORD,,1,730.00,199.00
FATIMA,HER MAJESTY,KILIAN / HER MAJESTY,S400181,1,600.00,164.00
FATIMA,FORBIDDEN GAMES,KILIAN / FORBIDDEN GAMES,,1,590.00,161.00
FATIMA,GOLD KNIGHT,KILIAN / GOLD KNIGHT,,1,750.00,205.00
FATIMA,GOLD OUD KILIAN,KILIAN / GOLD OUD KILIAN,,1,510.00,139.00
FATIMA,GOOD GIRL GONE BAD (MEDIUM),KILIAN / GOOD GIRL GONE BAD (MEDIUM),,1,700.00,191.00
FATIMA,GOOD GIRL GONE BAD EXTREME,KILIAN / GOOD GIRL GONE BAD EXTREME,,1,750.00,205.00
FATIMA,KILLING ME SLOWLY,KILIAN / KILLING ME SLOWLY,,1,750.00,205.00
FATIMA,ROLLING IN LOVE,KILIAN / ROLLING IN LOVE,,1,750.00,205.00
FATIMA,VODKA ON THE ROCKS,KILIAN / VODKA ON THE ROCKS,,1,920.00,251.00
FATIMA,WOMAN IN GOLD,KILIAN / WOMAN IN GOLD,,1,810.00,221.00
FATIMA,WHITE HEAVEN,KILIAN / WHITE HEAVEN,,1,640.00,175.00
FATIMA,BAMBOO HARMONY,KILIAN / BAMBOO HARMONY,,1,810.00,221.00
FATIMA,KISSES DON'T LIE,KILIAN / KISSES DON'T LIE,,1,700.00,191.00
FATIMA,BLACK PHANTOM MIMENTO MORI,KILIAN / BLACK PHANTOM MIMENTO MORI,,1,750.00,205.00
FATIMA,INTOXICATED,KILIAN / INTOXICATED,,1,750.00,205.00
FATIMA,ANGELS SHARE TOP,KILIAN / ANGELS SHARE TOP,S400326,1,1300.00,355.00
FATIMA,ANGELS SHARE SP,KILIAN / ANGELS SHARE SP,S400290,1,270.00,73.00
FATIMA,ROSES ON ICE,KILIAN / ROSES ON ICE,,1,700.00,191.00
FATIMA,A KISS FROM A ROSE,KILIAN / A KISS FROM A ROSE,,1,810.00,221.00
FATIMA,STRAIGHT TO HEAVEN,KILIAN / STRAIGHT TO HEAVEN,PBB06,1,1050.00,286.00
FATIMA,MOONLIGHT IN HEAVEN,KILIAN / MOONLIGHT IN HEAVEN,PBB07,1,1200.00,301.00
FATIMA,SINGLE MALT,KILIAN / SINGLE MALT,PBB08,1,1050.00,286.00
FATIMA,PRINCESS,KILIAN / PRINCESS,PBB09,1,1050.00,286.00
FATIMA,SMOKE LIKE HOT,KILIAN / SMOKE LIKE HOT,PBB010,1,1050.00,286.00
FATIMA,DANGEROUES IN LOVE,KILIAN / DANGEROUES IN LOVE,PBB011,1,1200.00,327.00
FATIMA,OLD FASHOINED TOP,KILIAN / OLD FASHOINED TOP,PBB012,1,1050.00,286.00
FATIMA,LIGHT MY FIRE,KILIAN / LIGHT MY FIRE,,1,750.00,205.00
FATIMA,STRAIGHT TO HEAVEN OUD & MUSK SPECIAL BLEND 2021,KILIAN / STRAIGHT TO HEAVEN OUD & MUSK SPECIAL BLEND 2021,,1,1140.00,311.00
FATIMA,PERAL OUD,KILIAN / PERAL OUD,,1,810.00,221.00
FATIMA,ROYAL LEATHER,KILIAN / ROYAL LEATHER,,1,810.00,221.00
FATIMA,PLAYING WITH THE DEVIL,KILIAN / PLAYING WITH THE DEVIL,,1,750.00,205.00
FATIMA,ON THE ROCKS,KILIAN / ON THE ROCKS,,1,475.00,130.00
FATIMA,MUSK BUTTERFLY,KILIAN / MUSK BUTTERFLY,,1,950.00,260.00
FATIMA,LOVE DON'T BE SHY -ROSE & OUD,KILIAN / LOVE DON'T BE SHY -ROSE & OUD,,1,1500.00,410.00
FATIMA,CAN'T STOP LOVING YOU,KILIAN / CAN'T STOP LOVING YOU,,1,1150.00,314.00
FATIMA,ANGELS SHARE PARADIS,KILIAN / ANGELS SHARE PARADIS,,1,1350.00,369.00
FATIMA,FIEVRE VERTE,KILIAN / FIEVRE VERTE,,1,640.00,175.00
FATIMA,ANGELS SHARE ON THE ROCKS,KILIAN / ANGELS SHARE ON THE ROCKS,,1,1250.00,342.00
FATIMA,SMOKING HOT TOP,KILIAN / SMOKING HOT TOP,S40079,1,1150.00,314.00
FATIMA,OLD FASHIONED,KILIAN / OLD FASHIONED,,1,550.00,150.00
FATIMA,BLUE MOON GINGER DASH,KILIAN / BLUE MOON GINGER DASH,,1,1130.00,309.00
FATIMA,LOVE DON'T SHY AMBER & OUD SPECIAL BLEND 2023,KILIAN / LOVE DON'T SHY AMBER & OUD SPECIAL BLEND 2023,,1,570.00,156.00
FATIMA,L'HEURE VERTE,KILIAN / L'HEURE VERTE,,1,1200.00,328.00
FATIMA,APPLE BRANDY ON THE ROCKS,KILIAN / APPLE BRANDY ON THE ROCKS,,1,970.00,265.00
FATIMA,GOOD GIRL GONE BAD LUZI TOP,KILIAN / GOOD GIRL GONE BAD LUZI TOP,,1,860.00,235.00
FATIMA,APPLE BRANDY,KILIAN / APPLE BRANDY,,1,590.00,161.00
FATIMA,BAD BOYS ARE NO GOOD BUT GOOD BOYS ARE NO FUN,KILIAN / BAD BOYS ARE NO GOOD BUT GOOD BOYS ARE NO FUN,,1,810.00,221.00
FATIMA,IN THE CITY OF SIN,KILIAN / IN THE CITY OF SIN,,1,750.00,205.00
FATIMA,INTOXICATED,KILIAN / INTOXICATED,,1,590.00,161.00
FATIMA,LOVE DON’T BE SHY TOP,KILIAN / LOVE DON’T BE SHY TOP,S400361,1,750.00,205.00
FATIMA,TO BE A PRINCESS,KILIAN / TO BE A PRINCESS,,1,810.00,221.00
FATIMA,WHITE HEAVEN TOP,KILIAN / WHITE HEAVEN TOP,,1,970.00,265.00
FATIMA,KOLOGNE .SHIELD OF PROTECTION,KILIAN / KOLOGNE .SHIELD OF PROTECTION,,1,800.00,219.00
FATIMA,SUNKISSED GODDESS,KILIAN / SUNKISSED GODDESS,,1,600.00,164.00
FATIMA,KINSKI,KINSKI / KINSKI,,1,1300.00,355.00
FATIMA,PUMPKIN SPICE,LUSH / PUMPKIN SPICE,PBB0123,1,900.00,245.00
FATIMA,CHERRYISH,LUSH / CHERRYISH,PBB013,1,650.00,177.00
FATIMA,STICKY DATES TOP,LUSH / STICKY DATES TOP,IP845,1,1100.00,301.00
FATIMA,EAU DE LACOSTE L12.12 FAICHE POUR ELLE,LACOSTE / EAU DE LACOSTE L12.12 FAICHE POUR ELLE,,1,475.00,130.00
FATIMA,EAU DE LACOSTE L12.12 FAICHE POUR LUI,LACOSTE / EAU DE LACOSTE L12.12 FAICHE POUR LUI,,1,475.00,130.00
FATIMA,L.12.12.ROUGE,LACOSTE / L.12.12.ROUGE,,1,475.00,130.00
FATIMA,LACOSTE CHALLENGE,LACOSTE / LACOSTE CHALLENGE,,1,475.00,130.00
FATIMA,LACOSTE ESSETIAL,LACOSTE / LACOSTE ESSETIAL,,1,475.00,130.00
FATIMA,LACOSTE JOY OF PINK,LACOSTE / LACOSTE JOY OF PINK,,1,475.00,130.00
FATIMA,l.12.12 SILVER GREY,LACOSTE / l.12.12 SILVER GREY,PBB016,1,1200.00,327.00
FATIMA,LACOSTE ESSENTIAL SPORT,LACOSTE / LACOSTE ESSENTIAL SPORT,PBB045,1,900.00,245.00
FATIMA,LACOSTE SENSUAL,LACOSTE / LACOSTE SENSUAL,,1,475.00,130.00
FATIMA,LACOSTE STYLE IN PLAY,LACOSTE / LACOSTE STYLE IN PLAY,,1,475.00,130.00
FATIMA,LACOSTE WHITE,LACOSTE / LACOSTE WHITE,,1,475.00,130.00
FATIMA,TOUCH OF PINK,LACOSTE / TOUCH OF PINK,,1,475.00,130.00
FATIMA,LACOSTE POUR FEMME LZ,LACOSTE / LACOSTE POUR FEMME LZ,,1,475.00,130.00
FATIMA,LACOSTE POUR FEMME,LACOSTE / LACOSTE POUR FEMME,,1,475.00,130.00
FATIMA,EAU DE LACOSTE L.12.12 BLANC,LACOSTE / EAU DE LACOSTE L.12.12 BLANC,,1,475.00,130.00
FATIMA,ENCRE NOIRE,LALIQUE / ENCRE NOIRE,,1,475.00,130.00
FATIMA,"L,AMOUR","LALIQUE / L,AMOUR",,1,475.00,130.00
FATIMA,"LE PARFUM, LALIQUE RED","LALIQUE / LE PARFUM, LALIQUE RED",,1,475.00,130.00
FATIMA,SATINE,LALIQUE / SATINE,,1,475.00,130.00
FATIMA,WHITE,LALIQUE / WHITE,,1,475.00,130.00
FATIMA,L AMOUR LALIQUE,LALIQUE / L AMOUR LALIQUE,,1,935.00,255.00
FATIMA,ENCRE NOIR,LALIQUE / ENCRE NOIR,,1,2150.00,587.00
FATIMA,O COOL MIST,LANCOM / O COOL MIST,S400523,1,670.00,183.00
FATIMA,IDOLE POWER,LANCOM / IDOLE POWER,PB468,1,1700.00,464.00
FATIMA,OFF NOW,LANCOM / OFF NOW,PBB044,1,1200.00,327.00
FATIMA,ABSOLU ROSE FROM THE DARK,LANCOM / ABSOLU ROSE FROM THE DARK,PBB060,1,1300.00,355.00
FATIMA,LA NUIT TRESOR VANILE NOIRE,LANCOM / LA NUIT TRESOR VANILE NOIRE,PBB061,1,1050.00,286.00
FATIMA,ABSOLUE OUD BOUQUET,LANCOM / ABSOLUE OUD BOUQUET,PB05B,1,900.00,245.00
FATIMA,LA VIE EST BELLE VANILLA NUDE,LANCOM / LA VIE EST BELLE VANILLA NUDE,PB0245,1,1050.00,286.00
FATIMA,LA VIE EST BELLE L'ELIXIR,LANCOM / LA VIE EST BELLE L'ELIXIR,PB0154,1,750.00,204.00
FATIMA,POEME,LANCOM / POEME,PB0145,1,1100.00,301.00
FATIMA,IDOLE LE PARFUM,LANCOM / IDOLE LE PARFUM,PB101,1,1300.00,355.00
FATIMA,HYPNOSE,LANCOM / HYPNOSE,,1,590.00,161.00
FATIMA,IDOLE TOP,LANCOM / IDOLE TOP,S400258,1,410.00,112.00
FATIMA,IDOLE L'INTENSE,LANCOM / IDOLE L'INTENSE,,1,590.00,161.00
FATIMA,LA NUIT TRESOR A LA FOLIE,LANCOM / LA NUIT TRESOR A LA FOLIE,,1,475.00,130.00
FATIMA,LA NUIT TRESOR LANCOM,LANCOM / LA NUIT TRESOR LANCOM,,1,475.00,130.00
FATIMA,LA VIE EST BELLE EDP I'ECLAT,LANCOM / LA VIE EST BELLE EDP I'ECLAT,,1,475.00,130.00
FATIMA,LA VIE EST BELLE EN ROSE,LANCOM / LA VIE EST BELLE EN ROSE,,1,475.00,130.00
FATIMA,LA VIE EST BELLE,LANCOM / LA VIE EST BELLE,S400277,1,400.00,109.00
FATIMA,OUD BOUQUET LANCOM,LANCOM / OUD BOUQUET LANCOM,,1,475.00,130.00
FATIMA,TRESOR MIDNIGHT ROSE,LANCOM / TRESOR MIDNIGHT ROSE,,1,475.00,130.00
FATIMA,LA NUIT TRESOR NUDE,LANCOM / LA NUIT TRESOR NUDE,,1,475.00,130.00
FATIMA,IDOLE PEACH N ROSES,LANCOM / IDOLE PEACH N ROSES,,1,1100.00,301.00
FATIMA,IDOLE NOW,LANCOM / IDOLE NOW,,1,475.00,130.00
FATIMA,IDOLE AURA,LANCOM / IDOLE AURA,,1,530.00,145.00
FATIMA,LA VIE EST BELLE INTENSEMENT,LANCOM / LA VIE EST BELLE INTENSEMENT,,1,700.00,191.00
FATIMA,HYPNOSE,LANCOM / HYPNOSE,,1,630.00,172.00
FATIMA,LA VIE EST BELLE VANILLE NUDE,LANCOM / LA VIE EST BELLE VANILLE NUDE,,1,760.00,208.00
FATIMA,MAGNIFIQUE,LANCOME / MAGNIFIQUE,,1,980.00,268.00
FATIMA,MAGIE NOIRE,LANCOME / MAGIE NOIRE,,1,760.00,208.00
FATIMA,LA NUIT TRESOR NUDE,LANCOME / LA NUIT TRESOR NUDE,,1,510.00,139.00
FATIMA,ABSOLUTE FORBIDDEN ROSE,LANCOME / ABSOLUTE FORBIDDEN ROSE,,1,1100.00,301.00
FATIMA,L HOMME,LANVIN / L HOMME,S40067,1,650.00,177.00
FATIMA,ECLAT,LANVIN / ECLAT,S400285,1,500.00,137.00
FATIMA,MARRY ME,LANVIN / MARRY ME,,1,590.00,161.00
FATIMA,MODERN PRINCESS,LANVIN / MODERN PRINCESS,,1,475.00,130.00
FATIMA,ECLAT D ARPEGE,LANVIN / ECLAT D ARPEGE,,1,465.00,127.00
FATIMA,OCYGENE,LANVIN / OCYGENE,,1,550.00,150.00
FATIMA,LE CHANT DE CAMARGUE,L'ARTISAN PARFUMEUR / LE CHANT DE CAMARGUE,,1,810.00,221.00
FATIMA,KHAMRAH WAHA,LATTAFA / KHAMRAH WAHA,S400234,1,640.00,174.00
FATIMA,ASAD ELIXIR,LATTAFA / ASAD ELIXIR,,1,690.00,188.00
FATIMA,YARA ELIXIR,LATTAFA / YARA ELIXIR,,1,650.00,177.00
FATIMA,OUD MOOD,LATTAFA / OUD MOOD,PBB0101,1,1050.00,286.00
FATIMA,NERBAS,LATTAFA / NERBAS,PBB0102,1,750.00,204.00
FATIMA,AFFECTION,LATTAFA / AFFECTION,PBB0140,1,650.00,177.00
FATIMA,ANA ABIYEDH SCARLET,LATTAFA / ANA ABIYEDH SCARLET,PBB201,1,1050.00,286.00
FATIMA,ECLAIRE TOP,LATTAFA / ECLAIRE TOP,S400215,1,500.00,137.00
FATIMA,NOW,LATTAFA / NOW,PB047,1,750.00,204.00
FATIMA,ASAD BOUBORN,LATTAFA / ASAD BOUBORN,S400156,1,550.00,150.00
FATIMA,AMEER AL OUDH,LATTAFA / AMEER AL OUDH,PB05247,1,400.00,109.00
FATIMA,TERIAQ INTENSE,LATTAFA / TERIAQ INTENSE,,1,475.00,130.00
FATIMA,ANA ABIYEDH,LATTAFA / ANA ABIYEDH,,1,530.00,145.00
FATIMA,AZEEZAH,LATTAFA / AZEEZAH,,1,475.00,130.00
FATIMA,ROUAT AL MUSK,LATTAFA / ROUAT AL MUSK,,1,475.00,130.00
FATIMA,YARA YELLOW,LATTAFA / YARA YELLOW,,1,475.00,130.00
FATIMA,YARA PINK TOP,LATTAFA / YARA PINK TOP,S40033,1,450.00,123.00
FATIMA,YARA CANDY,LATTAFA / YARA CANDY,,1,475.00,130.00
FATIMA,ASAD TOP,LATTAFA / ASAD TOP,S400127,1,680.00,186.00
FATIMA,KHAMRAH TOP,LATTAFA / KHAMRAH TOP,S400110,1,550.00,150.00
FATIMA,KHAMRAH QAHWA,LATTAFA / KHAMRAH QAHWA,S40098,1,350.00,96.00
FATIMA,RAMZ GOLD TOP,LATTAFA / RAMZ GOLD TOP,S400207,1,700.00,191.00
FATIMA,HAYATI,LATTAFA / HAYATI,,1,520.00,142.00
FATIMA,BADE E AL OUD OUD FOR GLORY,LATTAFA / BADE E AL OUD OUD FOR GLORY,,1,580.00,158.00
FATIMA,LATTAFA BADE AL OUD AMETHYSTE,LATTAFA / LATTAFA BADE AL OUD AMETHYSTE,S400157,1,550.00,150.00
FATIMA,PEACE & LOVE,LATTFA / PEACE & LOVE,,1,520.00,142.00
FATIMA,AMBRE VANILLE EAU DE PARFUM,LAURA MERCIER / AMBRE VANILLE EAU DE PARFUM,,1,685.00,187.00
FATIMA,L ADORE BAKHUR CLASSIC,LAVERNE / L ADORE BAKHUR CLASSIC,,1,750.00,205.00
FATIMA,BLUE LAVERNE BAKHUR,LAVERNE / BLUE LAVERNE BAKHUR,,1,1300.00,355.00
FATIMA,MISS LAVERNE TOP,LAVERNE / MISS LAVERNE TOP,,1,1000.00,273.00
FATIMA,ROSE 31,LE LABO / ROSE 31,,1,920.00,251.00
FATIMA,SANTAL 33 TOP,LE LABO / SANTAL 33 TOP,S400317,1,950.00,260.00
FATIMA,SANTAL 33 (MEDIUM),LE LABO / SANTAL 33 (MEDIUM),S400397,1,304.00,83.00
FATIMA,THE MATCHA 26,LE LABO / THE MATCHA 26,S400531,1,650.00,177.00
FATIMA,NEROLI 36,LE LABO / NEROLI 36,PBBV1,1,900.00,246.00
FATIMA,VETIVER 46 TOP,LE LABO / VETIVER 46 TOP,,1,1630.00,445.00
FATIMA,VETIVER 46 (MEDIUM),LE LABO / VETIVER 46 (MEDIUM),,1,590.00,161.00
FATIMA,BERGAMOTE 22,LE LABO / BERGAMOTE 22,,1,1300.00,355.00
FATIMA,THE NOIR 29,LE LABO / THE NOIR 29,,1,530.00,145.00
FATIMA,GAIAC 10 TOKYO,LE LABO / GAIAC 10 TOKYO,,1,1100.00,301.00
FATIMA,ANOTHER 13,LE LABO / ANOTHER 13,S400343,1,1350.00,369.00
FATIMA,OUD 27,LE LABO / OUD 27,,1,1120.00,306.00
FATIMA,EUCALYPTUS 20,LE LABO / EUCALYPTUS 20,,1,1180.00,322.00
FATIMA,PATCHOULI 24,LE LABO / PATCHOULI 24,,1,800.00,219.00
FATIMA,SEKUSHI NO. 7,LENGLING / SEKUSHI NO. 7,,1,700.00,191.00
FATIMA,VANILLE SUPERMASSIVE,LES EAUX PRIMORDIALES / VANILLE SUPERMASSIVE,,1,800.00,219.00
FATIMA,AME DE FLEUR,LES LIQUIDES IMAGINAIRES / AME DE FLEUR,S400256,1,700.00,191.00
FATIMA,BUVEUR DE VENT TOP,LES LIQUIDES IMAGINAIRES / BUVEUR DE VENT TOP,S400464,1,1100.00,301.00
FATIMA,L'LLE POURPE TOP,LES LIQUIDES IMAGINAIRES / L'LLE POURPE TOP,,1,1260.00,344.00
FATIMA,DAM ROSA,LES LIQUIDES IMAGINAIRES / DAM ROSA,PBB045,1,1500.00,409.00
FATIMA,LIQUIDE LES,LES LIQUIDES IMAGINAIRES / LIQUIDE LES,PBB046,1,1800.00,491.00
FATIMA,BLANCH BETE,LES LIQUIDES IMAGINAIRES / BLANCH BETE,,1,1400.00,383.00
FATIMA,ROSTED VANILLA,LOEWE / ROSTED VANILLA,S400236,1,600.00,164.00
FATIMA,AGUA DROP,LOEWE / AGUA DROP,,1,600.00,164.00
FATIMA,AIRE SUTILEZA,LOEWE / AIRE SUTILEZA,PBB015,1,700.00,191.00
FATIMA,IRIS ROOT TOP,LOEWE / IRIS ROOT TOP,PB459,1,1400.00,382.00
FATIMA,SOLO VULCAN,LOEWE / SOLO VULCAN,,1,570.00,156.00
FATIMA,"QUIZAS,QUIZAS","LOEWE / QUIZAS,QUIZAS",,1,720.00,197.00
FATIMA,ESENCIA EAU DE TOILETTE POUR HOMME,LOEWE / ESENCIA EAU DE TOILETTE POUR HOMME,,1,475.00,130.00
FATIMA,WIDIAN,LONDON / WIDIAN,,1,935.00,255.00
FATIMA,VAN PY RHUM,LORENZO PAZZAGLIA / VAN PY RHUM,IP-5478,1,1600.00,437.00
FATIMA,SUMMER HAMMER TOP,LORENZO PAZZAGLIA / SUMMER HAMMER TOP,S400368,1,1100.00,301.00
FATIMA,COFFE PASSION TOP,LORENZO PAZZAGLIA / COFFE PASSION TOP,S400418,1,630.00,172.00
FATIMA,SUN GRIA,LORENZO PAZZAGLIA / SUN GRIA,PB4164,1,900.00,245.00
FATIMA,SPEACHLESS,LORENZO PAZZAGLIA / SPEACHLESS,PB487,1,1200.00,327.00
FATIMA,QUE CHIMBA,LORENZO PAZZAGLIA / QUE CHIMBA,S400233,1,800.00,218.00
FATIMA,PINK MILK TOP,LORENZO PAZZAGLIA / PINK MILK TOP,S400222,1,1200.00,327.00
FATIMA,DARK FLORUM,LORENZO PAZZAGLIA / DARK FLORUM,S400382,1,770.00,210.00
FATIMA,BLACK SEA TOP,LORENZO PAZZAGLIA / BLACK SEA TOP,PB457,1,1200.00,327.00
FATIMA,SEX SEA,LORENZO PAZZAGLIA / SEX SEA,T-875B,1,1000.00,273.00
FATIMA,BLACK SEA,LORENZO PAZZAGLIA / BLACK SEA,,1,550.00,150.00
FATIMA,TEINT DE NEIGE,LORENZO VILLORESI / TEINT DE NEIGE,S400297,1,350.00,96.00
FATIMA,PISTACHE EAU DE PARFUME,LAURENT MAZZONE / PISTACHE EAU DE PARFUME,PB457,1,1050.00,286.00
FATIMA,VANAGLORIA,LABORATORIO OLFATTIVO / VANAGLORIA,PBB057,1,2100.00,574.00
FATIMA,LOTUS SAUDI,LOTUS SAUDI / LOTUS SAUDI,,1,475.00,130.00
FATIMA,MYRIAD TOP,LOUIS VUITTON / MYRIAD TOP,,1,5200.00,1421.00
FATIMA,DANCING BLOSSOM TOP,LOUIS VUITTON / DANCING BLOSSOM TOP,S40065,1,1300.00,355.00
FATIMA,ATTRAPE REVES,LOUIS VUITTON / ATTRAPE REVES,,1,810.00,221.00
FATIMA,CCEUR BATTANT TOP,LOUIS VUITTON / CCEUR BATTANT TOP,S40094,1,530.00,145.00
FATIMA,CONTRE MOI,LOUIS VUITTON / CONTRE MOI,,1,750.00,205.00
FATIMA,L IMMENSITE TOP,LOUIS VUITTON / L IMMENSITE TOP,S400320,1,1300.00,355.00
FATIMA,LES SABLES ROSES,LOUIS VUITTON / LES SABLES ROSES,PBV101,1,900.00,245.00
FATIMA,LES SABLES ROSES TOP,LOUIS VUITTON / LES SABLES ROSES TOP,PBV5747,1,2000.00,546.00
FATIMA,NOUVEAU MONDE TOP,LOUIS VUITTON / NOUVEAU MONDE TOP,S40104,1,1500.00,410.00
FATIMA,OMBRE NOMADE TOP,LOUIS VUITTON / OMBRE NOMADE TOP,S40007,1,1000.00,273.00
FATIMA,CALIFORNIA DREAM TOP,LOUIS VUITTON / CALIFORNIA DREAM TOP,S400300,1,1700.00,464.00
FATIMA,IMAGINATION TOP,LOUIS VUITTON / IMAGINATION TOP,S400366,1,1500.00,410.00
